2024-12-15;02:00;Incoming;Drilling Site;Load;0;Central;CMTF-Arak
2024-12-15;02:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-15;02:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-15;02:00;Outgoing;Treated Water;Load;3;Central;SMF-Arak
2024-12-15;02:00;Production;Permeate;m3;0;Central;CMTF-Arak
2024-12-15;04:00;Incoming;Drilling Site;Load;0;Central;CMTF-Arak
2024-12-15;04:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-15;04:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-15;04:00;Outgoing;Treated Water;Load;5;Central;SMF-Arak
2024-12-15;04:00;Production;Permeate;m3;0;Central;CMTF-Arak
2024-12-15;06:00;Incoming;Drilling Site;Load;0;Central;CMTF-Arak
2024-12-15;06:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-15;06:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-15;06:00;Outgoing;Treated Water;Load;5;Central;SMF-Arak
2024-12-15;06:00;Production;Permeate;m3;0;Central;CMTF-Arak
2024-12-15;08:00;Incoming;Drilling Site;Load;0;Central;CMTF-Arak
2024-12-15;08:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-15;08:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-15;08:00;Outgoing;Treated Water;Load;5;Central;SMF-Arak
2024-12-15;08:00;Production;Permeate;m3;0;Central;CMTF-Arak
2024-12-15;10:00;Incoming;Drilling Site;Load;0;Central;CMTF-Arak
2024-12-15;10:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-15;10:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-15;10:00;Outgoing;Treated Water;Load;8;Central;SMF-Arak
2024-12-15;10:00;Production;Permeate;m3;0;Central;CMTF-Arak
2024-12-15;12:00;Incoming;Drilling Site;Load;11;Central;CMTF-Arak
2024-12-15;12:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-15;12:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-15;12:00;Outgoing;Treated Water;Load;12;Central;SMF-Arak
2024-12-15;12:00;Production;Permeate;m3;0;Central;CMTF-Arak
2024-12-15;14:00;Incoming;Drilling Site;Load;18;Central;CMTF-Arak
2024-12-15;14:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-15;14:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-15;14:00;Outgoing;Treated Water;Load;16;Central;SMF-Arak
2024-12-15;14:00;Production;Permeate;m3;0;Central;CMTF-Arak
2024-12-15;16:00;Incoming;Drilling Site;Load;25;Central;CMTF-Arak
2024-12-15;16:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-15;16:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-15;16:00;Outgoing;Treated Water;Load;18;Central;SMF-Arak
2024-12-15;16:00;Production;Permeate;m3;0;Central;CMTF-Arak
2024-12-15;18:00;Incoming;Drilling Site;Load;27;Central;CMTF-Arak
2024-12-15;18:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-15;18:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-15;18:00;Outgoing;Treated Water;Load;18;Central;SMF-Arak
2024-12-15;18:00;Production;Permeate;m3;0;Central;CMTF-Arak
2024-12-15;20:00;Incoming;Drilling Site;Load;27;Central;CMTF-Arak
2024-12-15;20:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-15;20:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-15;20:00;Outgoing;Treated Water;Load;21;Central;SMF-Arak
2024-12-15;20:00;Production;Permeate;m3;0;Central;CMTF-Arak
2024-12-15;22:00;Incoming;Drilling Site;Load;27;Central;CMTF-Arak
2024-12-15;22:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-15;22:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-15;22:00;Outgoing;Treated Water;Load;24;Central;SMF-Arak
2024-12-15;22:00;Production;Permeate;m3;24;Central;CMTF-Arak
2024-12-15;00:00;Incoming;Drilling Site;Load;37;Central;CMTF-Arak
2024-12-15;00:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-15;00:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-15;00:00;Outgoing;Treated Water;Load;26;Central;SMF-Arak
2024-12-15;00:00;Production;Permeate;m3;51;Central;CMTF-Arak
2024-12-16;02:00;Incoming;Drilling Site;Load;0;Central;CMTF-Arak
2024-12-16;02:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-16;02:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-16;02:00;Outgoing;Treated Water;Load;3;Central;SMF-Arak
2024-12-16;02:00;Production;Permeate;m3;72;Central;CMTF-Arak
2024-12-16;04:00;Incoming;Drilling Site;Load;0;Central;CMTF-Arak
2024-12-16;04:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-16;04:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-16;04:00;Outgoing;Treated Water;Load;5;Central;SMF-Arak
2024-12-16;04:00;Production;Permeate;m3;96;Central;CMTF-Arak
2024-12-16;06:00;Incoming;Drilling Site;Load;0;Central;CMTF-Arak
2024-12-16;06:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-16;06:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-16;06:00;Outgoing;Treated Water;Load;5;Central;SMF-Arak
2024-12-16;06:00;Production;Permeate;m3;74;Central;CMTF-Arak
2024-12-16;08:00;Incoming;Drilling Site;Load;0;Central;CMTF-Arak
2024-12-16;08:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-16;08:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-16;08:00;Outgoing;Treated Water;Load;5;Central;SMF-Arak
2024-12-16;08:00;Production;Permeate;m3;96;Central;CMTF-Arak
2024-12-16;10:00;Incoming;Drilling Site;Load;2;Central;CMTF-Arak
2024-12-16;10:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-16;10:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-16;10:00;Outgoing;Treated Water;Load;7;Central;SMF-Arak
2024-12-16;10:00;Production;Permeate;m3;117;Central;CMTF-Arak
2024-12-16;12:00;Incoming;Drilling Site;Load;11;Central;CMTF-Arak
2024-12-16;12:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-16;12:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-16;12:00;Outgoing;Treated Water;Load;10;Central;SMF-Arak
2024-12-16;12:00;Production;Permeate;m3;137;Central;CMTF-Arak
2024-12-16;14:00;Incoming;Drilling Site;Load;18;Central;CMTF-Arak
2024-12-16;14:00;Incoming;Mud Pit Closure;Load;2;Central;CMTF-Arak
2024-12-16;14:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-16;14:00;Outgoing;Treated Water;Load;10;Central;SMF-Arak
2024-12-16;14:00;Production;Permeate;m3;157;Central;CMTF-Arak
2024-12-16;16:00;Incoming;Drilling Site;Load;24;Central;CMTF-Arak
2024-12-16;16:00;Incoming;Mud Pit Closure;Load;4;Central;CMTF-Arak
2024-12-16;16:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-16;16:00;Outgoing;Treated Water;Load;13;Central;SMF-Arak
2024-12-16;16:00;Production;Permeate;m3;177;Central;CMTF-Arak
2024-12-16;18:00;Incoming;Drilling Site;Load;27;Central;CMTF-Arak
2024-12-16;18:00;Incoming;Mud Pit Closure;Load;4;Central;CMTF-Arak
2024-12-16;18:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-16;18:00;Outgoing;Treated Water;Load;15;Central;SMF-Arak
2024-12-16;18:00;Production;Permeate;m3;205;Central;CMTF-Arak
2024-12-16;20:00;Incoming;Drilling Site;Load;27;Central;CMTF-Arak
2024-12-16;20:00;Incoming;Mud Pit Closure;Load;4;Central;CMTF-Arak
2024-12-16;20:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-16;20:00;Outgoing;Treated Water;Load;18;Central;SMF-Arak
2024-12-16;20:00;Production;Permeate;m3;227;Central;CMTF-Arak
2024-12-16;22:00;Incoming;Drilling Site;Load;28;Central;CMTF-Arak
2024-12-16;22:00;Incoming;Mud Pit Closure;Load;4;Central;CMTF-Arak
2024-12-16;22:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-16;22:00;Outgoing;Treated Water;Load;21;Central;SMF-Arak
2024-12-16;22:00;Production;Permeate;m3;227;Central;CMTF-Arak
2024-12-16;00:00;Incoming;Drilling Site;Load;37;Central;CMTF-Arak
2024-12-16;00:00;Incoming;Mud Pit Closure;Load;4;Central;CMTF-Arak
2024-12-16;00:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-16;00:00;Outgoing;Treated Water;Load;22;Central;SMF-Arak
2024-12-16;00:00;Production;Permeate;m3;270;Central;CMTF-Arak
2024-12-17;02:00;Incoming;Drilling Site;Load;0;Central;CMTF-Arak
2024-12-17;02:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-17;02:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-17;02:00;Outgoing;Treated Water;Load;2;Central;SMF-Arak
2024-12-17;02:00;Production;Permeate;m3;21;Central;CMTF-Arak
2024-12-17;04:00;Incoming;Drilling Site;Load;0;Central;CMTF-Arak
2024-12-17;04:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-17;04:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-17;04:00;Outgoing;Treated Water;Load;4;Central;SMF-Arak
2024-12-17;04:00;Production;Permeate;m3;43;Central;CMTF-Arak
2024-12-17;06:00;Incoming;Drilling Site;Load;0;Central;CMTF-Arak
2024-12-17;06:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-17;06:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-17;06:00;Outgoing;Treated Water;Load;4;Central;SMF-Arak
2024-12-17;06:00;Production;Permeate;m3;65;Central;CMTF-Arak
2024-12-17;08:00;Incoming;Drilling Site;Load;0;Central;CMTF-Arak
2024-12-17;08:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-17;08:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-17;08:00;Outgoing;Treated Water;Load;4;Central;SMF-Arak
2024-12-17;08:00;Production;Permeate;m3;83;Central;CMTF-Arak
2024-12-17;10:00;Incoming;Drilling Site;Load;0;Central;CMTF-Arak
2024-12-17;10:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-17;10:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-17;10:00;Outgoing;Treated Water;Load;7;Central;SMF-Arak
2024-12-17;10:00;Production;Permeate;m3;104;Central;CMTF-Arak
2024-12-17;12:00;Incoming;Drilling Site;Load;7;Central;CMTF-Arak
2024-12-17;12:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-17;12:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-17;12:00;Outgoing;Treated Water;Load;10;Central;SMF-Arak
2024-12-17;12:00;Production;Permeate;m3;127;Central;CMTF-Arak
2024-12-17;14:00;Incoming;Drilling Site;Load;13;Central;CMTF-Arak
2024-12-17;14:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-17;14:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-17;14:00;Outgoing;Treated Water;Load;10;Central;SMF-Arak
2024-12-17;14:00;Production;Permeate;m3;142;Central;CMTF-Arak
2024-12-17;16:00;Incoming;Drilling Site;Load;19;Central;CMTF-Arak
2024-12-17;16:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-17;16:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-17;16:00;Outgoing;Treated Water;Load;13;Central;SMF-Arak
2024-12-17;16:00;Production;Permeate;m3;159;Central;CMTF-Arak
2024-12-17;18:00;Incoming;Drilling Site;Load;27;Central;CMTF-Arak
2024-12-17;18:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-17;18:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-17;18:00;Outgoing;Treated Water;Load;15;Central;SMF-Arak
2024-12-17;18:00;Production;Permeate;m3;181;Central;CMTF-Arak
2024-12-17;20:00;Incoming;Drilling Site;Load;27;Central;CMTF-Arak
2024-12-17;20:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-17;20:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-17;20:00;Outgoing;Treated Water;Load;17;Central;SMF-Arak
2024-12-17;20:00;Production;Permeate;m3;205;Central;CMTF-Arak
2024-12-17;22:00;Incoming;Drilling Site;Load;28;Central;CMTF-Arak
2024-12-17;22:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-17;22:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-17;22:00;Outgoing;Treated Water;Load;18;Central;SMF-Arak
2024-12-17;22:00;Production;Permeate;m3;230;Central;CMTF-Arak
2024-12-17;00:00;Incoming;Drilling Site;Load;41;Central;CMTF-Arak
2024-12-17;00:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-17;00:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-17;00:00;Outgoing;Treated Water;Load;20;Central;SMF-Arak
2024-12-17;00:00;Production;Permeate;m3;256;Central;CMTF-Arak
2024-12-18;02:00;Incoming;Drilling Site;Load;0;Central;CMTF-Arak
2024-12-18;02:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-18;02:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-18;02:00;Outgoing;Treated Water;Load;3;Central;SMF-Arak
2024-12-18;02:00;Production;Permeate;m3;21;Central;CMTF-Arak
2024-12-18;04:00;Incoming;Drilling Site;Load;0;Central;CMTF-Arak
2024-12-18;04:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-18;04:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-18;04:00;Outgoing;Treated Water;Load;5;Central;SMF-Arak
2024-12-18;04:00;Production;Permeate;m3;41;Central;CMTF-Arak
2024-12-18;06:00;Incoming;Drilling Site;Load;0;Central;CMTF-Arak
2024-12-18;06:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-18;06:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-18;06:00;Outgoing;Treated Water;Load;5;Central;SMF-Arak
2024-12-18;06:00;Production;Permeate;m3;56;Central;CMTF-Arak
2024-12-18;08:00;Incoming;Drilling Site;Load;0;Central;CMTF-Arak
2024-12-18;08:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-18;08:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-18;08:00;Outgoing;Treated Water;Load;5;Central;SMF-Arak
2024-12-18;08:00;Production;Permeate;m3;76;Central;CMTF-Arak
2024-12-18;10:00;Incoming;Drilling Site;Load;0;Central;CMTF-Arak
2024-12-18;10:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-18;10:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-18;10:00;Outgoing;Treated Water;Load;7;Central;SMF-Arak
2024-12-18;10:00;Production;Permeate;m3;98;Central;CMTF-Arak
2024-12-18;12:00;Incoming;Drilling Site;Load;0;Central;CMTF-Arak
2024-12-18;12:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-18;12:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-18;12:00;Outgoing;Treated Water;Load;9;Central;SMF-Arak
2024-12-18;12:00;Production;Permeate;m3;119;Central;CMTF-Arak
2024-12-18;14:00;Incoming;Drilling Site;Load;6;Central;CMTF-Arak
2024-12-18;14:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-18;14:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-18;14:00;Outgoing;Treated Water;Load;9;Central;SMF-Arak
2024-12-18;14:00;Production;Permeate;m3;139;Central;CMTF-Arak
2024-12-18;16:00;Incoming;Drilling Site;Load;11;Central;CMTF-Arak
2024-12-18;16:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-18;16:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-18;16:00;Outgoing;Treated Water;Load;11;Central;SMF-Arak
2024-12-18;16:00;Production;Permeate;m3;160;Central;CMTF-Arak
2024-12-18;18:00;Incoming;Drilling Site;Load;16;Central;CMTF-Arak
2024-12-18;18:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-18;18:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-18;18:00;Outgoing;Treated Water;Load;13;Central;SMF-Arak
2024-12-18;18:00;Production;Permeate;m3;187;Central;CMTF-Arak
2024-12-18;20:00;Incoming;Drilling Site;Load;16;Central;CMTF-Arak
2024-12-18;20:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-18;20:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-18;20:00;Outgoing;Treated Water;Load;15;Central;SMF-Arak
2024-12-18;20:00;Production;Permeate;m3;205;Central;CMTF-Arak
2024-12-18;22:00;Incoming;Drilling Site;Load;16;Central;CMTF-Arak
2024-12-18;22:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-18;22:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-18;22:00;Outgoing;Treated Water;Load;15;Central;SMF-Arak
2024-12-18;22:00;Production;Permeate;m3;227;Central;CMTF-Arak
2024-12-18;00:00;Incoming;Drilling Site;Load;22;Central;CMTF-Arak
2024-12-18;00:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-18;00:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-18;00:00;Outgoing;Treated Water;Load;20;Central;SMF-Arak
2024-12-18;00:00;Production;Permeate;m3;248;Central;CMTF-Arak
2024-12-19;02:00;Incoming;Drilling Site;Load;10;Central;CMTF-Arak
2024-12-19;02:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-19;02:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-19;02:00;Outgoing;Treated Water;Load;4;Central;SMF-Arak
2024-12-19;02:00;Production;Permeate;m3;19;Central;CMTF-Arak
2024-12-19;04:00;Incoming;Drilling Site;Load;17;Central;CMTF-Arak
2024-12-19;04:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-19;04:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-19;04:00;Outgoing;Treated Water;Load;6;Central;SMF-Arak
2024-12-19;04:00;Production;Permeate;m3;37;Central;CMTF-Arak
2024-12-19;06:00;Incoming;Drilling Site;Load;19;Central;CMTF-Arak
2024-12-19;06:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-19;06:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-19;06:00;Outgoing;Treated Water;Load;6;Central;SMF-Arak
2024-12-19;06:00;Production;Permeate;m3;60;Central;CMTF-Arak
2024-12-19;08:00;Incoming;Drilling Site;Load;19;Central;CMTF-Arak
2024-12-19;08:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-19;08:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-19;08:00;Outgoing;Treated Water;Load;6;Central;SMF-Arak
2024-12-19;08:00;Production;Permeate;m3;85;Central;CMTF-Arak
2024-12-19;10:00;Incoming;Drilling Site;Load;19;Central;CMTF-Arak
2024-12-19;10:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-19;10:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-19;10:00;Outgoing;Treated Water;Load;8;Central;SMF-Arak
2024-12-19;10:00;Production;Permeate;m3;105;Central;CMTF-Arak
2024-12-19;12:00;Incoming;Drilling Site;Load;25;Central;CMTF-Arak
2024-12-19;12:00;Incoming;Mud Pit Closure;Load;0;Central;CMTF-Arak
2024-12-19;12:00;Outgoing;Treated Water;Load;0;Central;Bekasap GS
2024-12-19;12:00;Outgoing;Treated Water;Load;10;Central;SMF-Arak
2024-12-19;12:00;Production;Permeate;m3;125;Central;CMTF-Arak
